"Id","Eventable","Eventable type","Event Type","Title","url","date","Description","Comments",
,1311,"Legislation","Law passed","Law passed",,"05/11/14",,,
,1736,"Legislation","Law passed","Law passed",,"21/05/09",,,
,1733,"Legislation","Law passed","Law passed",,"29/03/07",,,
,4900,"Legislation","Law passed","Law passed",,"11/02/15",,,
,1782,"Legislation","Law passed","Law passed",,"01/06/13",,,
,2024,"Legislation","Law passed","Law passed",,"10/12/15",,,
,1732,"Legislation","Law passed","Law passed",,"25/12/10",,,
,1757,"Legislation","Law passed","Law passed",,"25/12/07",,,
,1729,"Legislation","Law passed","Law passed",,"01/01/07",,,
,1728,"Legislation","Law passed","Law passed",,"18/08/08",,,
,1727,"Legislation","Law passed","Law passed",,"01/05/09",,,
,1300,"Legislation","Law passed","Law passed",,"01/12/14",,,
,1229,"Legislation","Law passed","Law passed",,"25/12/13",,,
,1724,"Legislation","Law passed","Law passed",,"19/06/05",,,
,1722,"Legislation","Law passed","Law passed",,"13/06/07",,,
,4786,"Legislation","Law passed","Law passed",,"28/10/11",,,
,1721,"Legislation","Law passed","Law passed",,"18/04/07",,,
,1730,"Legislation","Law passed","Law passed",,"01/11/05",,,
,1169,"Legislation","Law passed","Law passed",,"17/02/13",,,
,1715,"Legislation","Law passed","Law passed",,"01/02/11",,,
,1716,"Legislation","Law passed","Law passed",,"25/12/06",,,
,1714,"Legislation","Law passed","Law passed",,"01/10/11",,,
,4275,"Legislation","Law passed","Law passed",,"10/11/14",,,
,1711,"Legislation","Law passed","Law passed",,"11/12/07",,,
,4830,"Legislation","Law passed","Law passed",,"02/03/04",,,
,1765,"Legislation","Law passed","Law passed",,"25/12/02",,,
,1762,"Legislation","Law passed","Law passed",,"25/12/02",,,
,1719,"Legislation","Law passed","Law passed",,"25/02/12",,,
,1701,"Legislation","Law passed","Law passed",,"01/02/96",,,
,1284,"Legislation","Law passed","Law passed",,"05/09/13",,,
,1700,"Legislation","Law passed","Law passed",,"10/05/02",,,
,1743,"Legislation","Law passed","Law passed",,"13/04/13",,,
,1695,"Legislation","Law passed","Law passed",,"12/01/10",,,
,4829,"Legislation","Law passed","Law passed",,"17/07/14",,,
,1694,"Legislation","Law passed","Law passed",,"01/01/93",,,
,1691,"Legislation","Law passed","Law passed",,"01/07/08",,,
,1693,"Legislation","Law passed","Law passed",,"01/01/99",,,
,1734,"Legislation","Law passed","Law passed",,"25/12/95",,,
,8274,"Legislation","Law passed","Law passed",,"03/04/17",,,
,1688,"Legislation","Law passed","Law passed",,"01/01/13",,,
,1279,"Legislation","Law passed","Law passed",,"02/03/11",,,
,1130,"Legislation","Law passed","Law passed",,"25/12/08",,,
,1686,"Legislation","Law passed","Law passed",,"01/01/99",,,
,1276,"Legislation","Law passed","Law passed",,"05/03/03",,,
,1683,"Legislation","Law passed","Law passed",,"13/07/10",,,
,8267,"Legislation","Law passed","Law passed",,"25/12/93",,,
,1681,"Legislation","Law passed","Law passed",,"01/01/11",,,
,1679,"Legislation","Law passed","Law passed",,"01/02/13",,,
,1095,"Legislation","Law passed","Law passed",,"25/12/07",,,
,8109,"Legislation","Law passed","Law passed",,"01/01/16",,,
,1673,"Legislation","Law passed","Law passed",,"09/07/10",,,
,1055,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1002,"Legislation","Law passed","Law passed",,"28/04/13",,,
,1004,"Legislation","Law passed","Law passed",,"01/02/11",,,
,1669,"Legislation","Law passed","Law passed",,"04/03/11",,,
,1667,"Legislation","Law passed","Law passed",,"05/04/13",,,
,1665,"Legislation","Law passed","Law passed",,"05/04/13",,,
,1663,"Legislation","Law passed","Law passed",,"26/06/13",,,
,1664,"Legislation","Law passed","Law passed",,"29/05/13",,,
,1662,"Legislation","Law passed","Law passed",,"03/02/13",,,
,1661,"Legislation","Law passed","Law passed",,"02/08/13",,,
,1660,"Legislation","Law passed","Law passed",,"06/06/14",,,
,1659,"Legislation","Law passed","Law passed",,"20/06/14",,,
,1259,"Legislation","Law passed","Law passed",,"12/09/13",,,
,1648,"Legislation","Law passed","Law passed",,"24/11/11",,,
,1644,"Legislation","Law passed","Law passed",,"01/09/10",,,
,1260,"Legislation","Law passed","Law passed",,"15/11/12",,,
,1635,"Legislation","Law passed","Law passed",,"19/12/11",,,
,1633,"Legislation","Law passed","Law passed",,"01/01/12",,,
,4811,"Legislation","Law passed","Law passed",,"26/04/04",,,
,1630,"Legislation","Law passed","Law passed",,"18/09/12",,,
,4765,"Legislation","Law passed","Law passed",,"06/06/16",,,
,4764,"Legislation","Law passed","Law passed",,"20/05/09",,,
,1738,"Legislation","Law passed","Law passed",,"18/08/05",,,
,1617,"Legislation","Law passed","Law passed",,"12/04/01",,,
,1618,"Legislation","Law passed","Law passed",,"08/11/14",,,
,4763,"Legislation","Law passed","Law passed",,"17/02/15",,,
,4762,"Legislation","Law passed","Law passed",,"22/02/12",,,
,1237,"Legislation","Law passed","Law passed",,"01/01/13",,,
,1613,"Legislation","Law passed","Law passed",,"20/12/10",,,
,1612,"Legislation","Law passed","Law passed",,"22/06/10",,,
,4733,"Legislation","Law passed","Law passed",,"10/10/16",,,
,4761,"Legislation","Law passed","Law passed",,"22/03/12",,,
,4731,"Legislation","Law passed","Law passed",,"09/10/01",,,
,4727,"Legislation","Law passed","Law passed",,"16/12/14",,,
,1778,"Legislation","Law passed","Law passed",,"27/05/13",,,
,1604,"Legislation","Law passed","Law passed",,"01/05/05",,,
,1606,"Legislation","Law passed","Law passed",,"17/04/10",,,
,1605,"Legislation","Law passed","Law passed",,"01/07/00",,,
,1603,"Legislation","Law passed","Law passed",,"30/08/10",,,
,1601,"Legislation","Law passed","Law passed",,"25/06/12",,,
,1599,"Legislation","Law passed","Law passed",,"08/05/13",,,
,1567,"Legislation","Law passed","Law passed",,"10/04/13",,,
,1594,"Legislation","Law passed","Law passed",,"13/11/09",,,
,1597,"Legislation","Law passed","Law passed",,"25/12/03",,,
,4726,"Legislation","Law passed","Law passed",,"14/09/15",,,
,4608,"Legislation","Law passed","Law passed",,"23/06/00",,,
,1559,"Legislation","Law passed","Law passed",,"15/04/14",,,
,1593,"Legislation","Law passed","Law passed",,"25/12/09",,,
,4383,"Legislation","Law passed","Law passed",,"31/05/07",,,
,4381,"Legislation","Law passed","Law passed",,"12/05/98",,,
,1697,"Legislation","Law passed","Law passed",,"24/04/08",,,
,1588,"Legislation","Law passed","Law passed",,"15/07/03",,,
,1586,"Legislation","Law passed","Law passed",,"01/01/07",,,
,1587,"Legislation","Law passed","Law passed",,"30/12/05",,,
,1583,"Legislation","Law passed","Law passed",,"17/07/11",,,
,1584,"Legislation","Law passed","Law passed",,"11/11/11",,,
,1582,"Legislation","Law passed","Law passed",,"19/07/12",,,
,1581,"Legislation","Law passed","Law passed",,"01/12/13",,,
,1580,"Legislation","Law passed","Law passed",,"15/03/13",,,
,8487,"Legislation","Law passed","Law passed",,"31/12/17",,,
,1578,"Legislation","Law passed","Law passed",,"20/11/14",,,
,4378,"Legislation","Law passed","Law passed",,"30/11/10",,,
,1575,"Legislation","Law passed","Law passed",,"17/03/05",,,
,4132,"Legislation","Law passed","Law passed",,"21/12/10",,,
,2002,"Legislation","Law passed","Law passed",,"17/08/15",,,
,4131,"Legislation","Law passed","Law passed",,"15/11/10",,,
,4070,"Legislation","Law passed","Law passed",,"24/10/12",,,
,4052,"Legislation","Law passed","Law passed",,"04/10/04",,,
,1570,"Legislation","Law passed","Law passed",,"26/11/10",,,
,4031,"Legislation","Law passed","Law passed",,"11/10/09",,,
,1564,"Legislation","Law passed","Law passed",,"01/11/09",,,
,1563,"Legislation","Law passed","Law passed",,"03/11/09",,,
,1562,"Legislation","Law passed","Law passed",,"18/09/09",,,
,4226,"Legislation","Law passed","Law passed",,"19/01/12",,,
,2068,"Legislation","Law passed","Law passed",,"24/11/16",,,
,1558,"Legislation","Law passed","Law passed",,"12/09/91",,,
,1555,"Legislation","Law passed","Law passed",,"27/03/06",,,
,1556,"Legislation","Law passed","Law passed",,"25/03/98",,,
,1557,"Legislation","Law passed","Law passed",,"08/09/93",,,
,1554,"Legislation","Law passed","Law passed",,"12/01/07",,,
,1725,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1550,"Legislation","Law passed","Law passed",,"20/10/10",,,
,1548,"Legislation","Law passed","Law passed",,"28/04/10",,,
,1533,"Legislation","Law passed","Law passed",,"01/05/10",,,
,1549,"Legislation","Law passed","Law passed",,"27/05/10",,,
,1720,"Legislation","Law passed","Law passed",,"02/05/11",,,
,1545,"Legislation","Law passed","Law passed",,"16/08/12",,,
,1546,"Legislation","Law passed","Law passed",,"23/05/11",,,
,1544,"Legislation","Law passed","Law passed",,"24/11/14",,,
,1542,"Legislation","Law passed","Law passed",,"18/11/02",,,
,1220,"Legislation","Law passed","Law passed",,"01/03/15",,,
,4014,"Legislation","Law passed","Law passed",,"16/03/11",,,
,1538,"Legislation","Law passed","Law passed",,"01/05/08",,,
,1537,"Legislation","Law passed","Law passed",,"28/06/08",,,
,4013,"Legislation","Law passed","Law passed",,"19/12/12",,,
,1535,"Legislation","Law passed","Law passed",,"29/06/14",,,
,4007,"Legislation","Law passed","Law passed",,"21/03/13",,,
,1188,"Legislation","Law passed","Law passed",,"01/09/11",,,
,1607,"Legislation","Law passed","Law passed",,"25/12/08",,,
,1531,"Legislation","Law passed","Law passed",,"25/12/10",,,
,1528,"Legislation","Law passed","Law passed",,"01/09/12",,,
,1527,"Legislation","Law passed","Law passed",,"29/05/14",,,
,1526,"Legislation","Law passed","Law passed",,"11/06/76",,,
,1524,"Legislation","Law passed","Law passed",,"17/12/04",,,
,1525,"Legislation","Law passed","Law passed",,"29/06/90",,,
,1523,"Legislation","Law passed","Law passed",,"27/06/08",,,
,1520,"Legislation","Law passed","Law passed",,"24/06/11",,,
,1204,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1516,"Legislation","Law passed","Law passed",,"01/05/10",,,
,1517,"Legislation","Law passed","Law passed",,"24/07/07",,,
,1504,"Legislation","Law passed","Law passed",,"01/04/07",,,
,1514,"Legislation","Law passed","Law passed",,"15/05/00",,,
,8454,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1512,"Legislation","Law passed","Law passed",,"19/05/04",,,
,1511,"Legislation","Law passed","Law passed",,"17/10/04",,,
,8608,"Legislation","Law passed","Law passed",,"02/01/18",,,
,1508,"Legislation","Law passed","Law passed",,"25/09/08",,,
,1506,"Legislation","Law passed","Law passed",,"30/06/98",,,
,1674,"Legislation","Law passed","Law passed",,"02/11/07",,,
,1505,"Legislation","Law passed","Law passed",,"01/05/04",,,
,1598,"Legislation","Law passed","Law passed",,"25/12/01",,,
,1501,"Legislation","Law passed","Law passed",,"01/03/10",,,
,1499,"Legislation","Law passed","Law passed",,"01/06/11",,,
,1498,"Legislation","Law passed","Law passed",,"01/01/12",,,
,8607,"Legislation","Law passed","Law passed",,"01/12/14",,,
,8603,"Legislation","Law passed","Law passed",,"25/12/17",,,
,1496,"Legislation","Law passed","Law passed",,"15/10/01",,,
,1492,"Legislation","Law passed","Law passed",,"01/08/09",,,
,1595,"Legislation","Law passed","Law passed",,"25/12/09",,,
,4352,"Legislation","Law passed","Law passed",,"01/07/10",,,
,1699,"Legislation","Law passed","Law passed",,"06/06/03",,,
,1488,"Legislation","Law passed","Law passed",,"30/03/12",,,
,1487,"Legislation","Law passed","Law passed",,"31/07/13",,,
,1486,"Legislation","Law passed","Law passed",,"03/08/95",,,
,4006,"Legislation","Law passed","Law passed",,"22/04/13",,,
,1484,"Legislation","Law passed","Law passed",,"25/12/04",,,
,1477,"Legislation","Law passed","Law passed",,"25/12/10",,,
,1177,"Legislation","Law passed","Law passed",,"01/12/11",,,
,2046,"Legislation","Law passed","Law passed",,"24/02/16",,,
,2067,"Legislation","Law passed","Law passed",,"25/07/16",,,
,1551,"Legislation","Law passed","Law passed",,"30/11/09",,,
,8654,"Legislation","Law passed","Law passed",,"30/12/16",,,
,8534,"Legislation","Law passed","Law passed",,"01/11/16",,,
,1448,"Legislation","Law passed","Law passed",,"25/12/07",,,
,1472,"Legislation","Law passed","Law passed",,"25/12/13",,,
,1470,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1469,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1468,"Legislation","Law passed","Law passed",,"25/12/07",,,
,1466,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1589,"Legislation","Law passed","Law passed",,"23/05/02",,,
,1813,"Legislation","Law passed","Law passed",,"07/07/99",,,
,1462,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1445,"Legislation","Law passed","Law passed",,"25/12/09",,,
,8269,"Legislation","Law passed","Law passed",,"12/04/17",,,
,1710,"Legislation","Law passed","Law passed",,"07/07/07",,,
,1452,"Legislation","Law passed","Law passed",,"01/02/08",,,
,1163,"Legislation","Law passed","Law passed",,"07/08/12",,,
,1447,"Legislation","Law passed","Law passed",,"25/12/13",,,
,1446,"Legislation","Law passed","Law passed",,"25/12/08",,,
,1160,"Legislation","Law passed","Law passed",,"25/12/08",,,
,1532,"Legislation","Law passed","Law passed",,"25/12/10",,,
,1442,"Legislation","Law passed","Law passed",,"25/12/10",,,
,1434,"Legislation","Law passed","Law passed",,"25/12/13",,,
,1515,"Legislation","Law passed","Law passed",,"01/10/13",,,
,8492,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1151,"Legislation","Law passed","Law passed",,"11/06/14",,,
,8266,"Legislation","Law passed","Law passed",,"25/12/04",,,
,8533,"Legislation","Law passed","Law passed",,"01/03/16",,,
,1426,"Legislation","Law passed","Law passed",,"25/12/13",,,
,1634,"Legislation","Law passed","Law passed",,"01/09/11",,,
,1424,"Legislation","Law passed","Law passed",,"09/07/04",,,
,1493,"Legislation","Law passed","Law passed",,"27/02/12",,,
,1421,"Legislation","Law passed","Law passed",,"05/07/09",,,
,1420,"Legislation","Law passed","Law passed",,"01/09/11",,,
,1418,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1419,"Legislation","Law passed","Law passed",,"25/12/03",,,
,1308,"Legislation","Law passed","Law passed",,"04/12/08",,,
,2043,"Legislation","Law passed","Law passed",,"10/07/16",,,
,1411,"Legislation","Law passed","Law passed",,"01/05/07",,,
,1408,"Legislation","Law passed","Law passed",,"31/03/12",,,
,1302,"Legislation","Law passed","Law passed",,"01/11/13",,,
,1405,"Legislation","Law passed","Law passed",,"25/12/10",,,
,8278,"Legislation","Law passed","Law passed",,"30/04/17",,,
,1628,"Legislation","Law passed","Law passed",,"01/09/13",,,
,1401,"Legislation","Law passed","Law passed",,"28/12/00",,,
,1400,"Legislation","Law passed","Law passed",,"25/12/02",,,
,1398,"Legislation","Law passed","Law passed",,"25/12/02",,,
,1397,"Legislation","Law passed","Law passed",,"23/08/04",,,
,1395,"Legislation","Law passed","Law passed",,"25/12/05",,,
,1627,"Legislation","Law passed","Law passed",,"15/11/13",,,
,1391,"Legislation","Law passed","Law passed",,"25/12/08",,,
,1390,"Legislation","Law passed","Law passed",,"03/08/09",,,
,1611,"Legislation","Law passed","Law passed",,"17/02/11",,,
,1614,"Legislation","Law passed","Law passed",,"25/01/08",,,
,1610,"Legislation","Law passed","Law passed",,"17/05/13",,,
,1609,"Legislation","Law passed","Law passed",,"17/06/13",,,
,1384,"Legislation","Law passed","Law passed",,"20/08/14",,,
,1383,"Legislation","Law passed","Law passed",,"25/12/14",,,
,8265,"Legislation","Law passed","Law passed",,"25/12/04",,,
,8264,"Legislation","Law passed","Law passed",,"02/01/04",,,
,8263,"Legislation","Law passed","Law passed",,"11/03/11",,,
,8234,"Legislation","Law passed","Law passed",,"25/12/17",,,
,8145,"Legislation","Law passed","Law passed",,"25/12/15",,,
,8168,"Legislation","Law passed","Law passed",,"01/11/15",,,
,4807,"Legislation","Law passed","Law passed",,"28/12/09",,,
,1373,"Legislation","Law passed","Law passed",,"01/04/12",,,
,4803,"Legislation","Law passed","Law passed",,"23/01/14",,,
,1371,"Legislation","Law passed","Law passed",,"13/01/13",,,
,1370,"Legislation","Law passed","Law passed",,"11/07/99",,,
,1368,"Legislation","Law passed","Law passed",,"01/05/02",,,
,1367,"Legislation","Law passed","Law passed",,"01/03/07",,,
,1365,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1363,"Legislation","Law passed","Law passed",,"01/04/12",,,
,8167,"Legislation","Law passed","Law passed",,"25/12/14",,,
,1361,"Legislation","Law passed","Law passed",,"01/01/13",,,
,8627,"Legislation","Law passed","Law passed",,"01/04/12",,,
,1357,"Legislation","Law passed","Law passed",,"22/02/06",,,
,1358,"Legislation","Law passed","Law passed",,"22/01/01",,,
,4841,"Legislation","Law passed","Law passed",,"01/11/11",,,
,4839,"Legislation","Law passed","Law passed",,"08/06/99",,,
,1351,"Legislation","Law passed","Law passed",,"12/06/13",,,
,1352,"Legislation","Law passed","Law passed",,"11/04/11",,,
,4461,"Legislation","Law passed","Law passed",,"29/12/11",,,
,1608,"Legislation","Law passed","Law passed",,"22/07/14",,,
,4282,"Legislation","Law passed","Law passed",,"04/01/13",,,
,1348,"Legislation","Law passed","Law passed",,"25/12/07",,,
,1342,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1340,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1341,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1596,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1590,"Legislation","Law passed","Law passed",,"15/04/14",,,
,4787,"Legislation","Law passed","Law passed",,"14/11/13",,,
,1539,"Legislation","Law passed","Law passed",,"23/12/07",,,
,1330,"Legislation","Law passed","Law passed",,"25/12/14",,,
,1536,"Legislation","Law passed","Law passed",,"15/07/10",,,
,4826,"Legislation","Law passed","Law passed",,"25/12/97",,,
,1324,"Legislation","Law passed","Law passed",,"12/02/05",,,
